Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brand Button Url (product.metafields.custom.brand_button_url),Brand Description (product.metafields.custom.brand_description),Brand Heading (product.metafields.custom.brand_heading),How to use (product.metafields.custom.how_to_use),Ingredients (product.metafields.custom.ingredients),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age restrictions (product.metafields.shopify.age-restrictions),Event type (product.metafields.shopify.event-type),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product form (product.metafields.shopify.product-form),Target gender (product.metafields.shopify.target-gender),Ticket type (product.metafields.shopify.ticket-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mummy-me-curl-experience,Mummy & Me Curl Experience – Edition One (June 14),"<p class=""MsoNormal""><span lang=""EN-US"">Where Little Curls Are Celebrated<br><br>A first-of-its-kind ritual curated by Emerson Hair &amp; Beauty. <br>This intimate experience is designed to bring mothers and their little ones into a world where curl care becomes connection.</span></p>
<p class=""MsoNormal""><span lang=""EN-US"">Your Ticket Includes:<br>- A guided curl care session led by Emerson’s curl educators<br>- Styling activity with our lead stylist<br>- Signature gift kit curated for you and your child<br>- A personalized curl keepsake to take home<br>- Refreshments, bonding, and joy</span></p>
<p class=""MsoNormal""><span lang=""EN-US"">Event Details:<br>Date: June 14, 2025<br>Time: 11:00 AM – 2:00PM<br>Location: Kanvas, Al Quoz, Dubai</span></p>
<p class=""MsoNormal""><span lang=""EN-US"">Important Notes:<br>- Tickets are non-refundable<br>- One ticket admits one adult + one child<br>- A follow-up RSVP form will be sent after booking to confirm attendee details</span></p>",Emerson,Arts & Entertainment > Event Tickets,Event Ticket,"Haircare Masterclass, Masterclass",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,325.00,,false,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/files/4D0AAB2E-290A-4079-94B4-259244381FAB.jpg?v=1749017574,1,"",false,,,499969,,,,,,,,,,,,,,,,,'2,other,seminar,,,,,,,general-admission,,,,,,kg,,,active
mielle-mongongo-oil-thermal-heat-protectant-spray-not-so-perfect,Mielle Mongongo Oil Thermal & Heat Protectant Spray -(Not So Perfect),"<p><strong>** Product content is full - however the lid is broken**</strong></p>
<p>Do you use heat in your styling routine? Protect your hair with Mielle's all-natural protectant spray</p>
<p>• Provides Intense Heat Defense™ and Curl Pattern Protection™<br>• Protects against high-heat styling<br>• Made without parabens, preservatives, or harmful chemicals</p>",Mielle Organics,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Moisturizers & Leave - Ins,"Blowdrying spray, CG Approved, CG Method, cgapproved, CGM, CGM Approved, Chemically Treated Hair, Frizz control, Hair SPF, Heat Protectant, Heat Protector, High Porosity, Kid Safe, Mielle, Mielle Organics, Natural Hair, Sulfate - Free",false,Size,4 oz,,,,,,,,MIE-MMTHS,340.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,false,,,1901,,,,,,,,,,,,"Mielle Organics a natural haircare brand that delivers on its promises of healthier, stronger and more hydrated hair through use of organic ingredients, products have been uniquely formulated to deliver hydration, moisture and definition.<br>",Mielle Organics,"After shampooing apply to clean, wet hair and gently comb through from roots to ends.<br>
Proceed with desired heat styling. Avoid eye contact. Keep out of reach of children.","Water (Aqua, Eau), Cetearyl Alcohol, Polysorbate 60, Amodimethicone, Cetrimonium, Chloride, Trideceth-12, Glycerin,Propylene Glycol, Peg-12 Dimethicone, Polysorbate-20, PVP, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Plukenetia Volubilis (Sacha Inchi) Seed Oil, Argania Spinosa (Argan) Kernel Oil, chinziophyton Rautanenii (Mongongo) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Disodium EDTA, Tocopheryl, Acetate, Cyclopentasiloxane, Dimethiconol, Hydrolyzed Wheat Protein, Fragrance (Parfum), Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate",,,,,,,,,,,,,,,,,kg,,25.65,draft
as-i-am-jamaican-black-castor-oil-hair-mask,As I Am Jamaican Black Castor Oil Hair Mask,"<p class=""MsoNormal"">Enrich dehydrated hair with an intense therapy hair mask. This rich, creamy treatment moisturizes, detangles and conditions hair. Provides long-lasting hydration. Restores and repairs your hair health. Use to soften hair, ease combing, treat dry scalps.</p>",As I Am,Health & Beauty > Personal Care > Hair Care > Hair Care Kits,Treatment,"CG Approved, CG Method, cgapproved, CGM, CGM Approved, Curly Hair, Deep conditioning masque, Detangling, Dry scalp, Hair Mask, Hair Masque, Hair Masque Treatment, Hair restorator, Hair Treatment, Hydrating, Hydrating Mask, Hydration, Moisture Rich, Natural, Natural Hair, Scalp Care, Sulfate - Free",true,Size,8 oz,,,,,,,,AIM-JBOHM-237,440.0,shopify,deny,manual,75.00,,true,true,,,,,'858380040150,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/453A048A-5B00-4F1D-8817-AC7DC51BBB5F.png?v=1745307994,1,As I Am Jamaican Black Castor Oil Hair Mask,false,,A creamy treatment enrich with moisturizer and detangler that provides a long lasting hydration. Helps to restore and repair the hair and treat hair scalp. It helps to soften the hair while combing.,8452,,,,,,,,,,,,"As I Am products consists of wonderfully formulated products designed specifically for; curly and tightly coiled hair; each with an impressive ingredient listing that includes many of nature's finest organic ingredients. 

<p>Perfect for Type 3 & 4 Hair Types.</pr>",As I Am,"Apply a generous amount to hair strands and working the product from root to tip <br>
Leave it on for 15-20 minutes <br>
Rinse well.","Aqua/water/eau, Hydrogenated vegetable oil, Cetearyl alcohol, Cetyl alcohol, Betaine, Ricinus communis (castor) seed oil, Ascorbic acid, Linum usitatissimum (linseed) seed extract, Ceramide ng, Glycerin, Tocopherol, Stearamidopropyl dimethylamine, Behentrimonium chloride, Quaternium-80, Propanediol, Fragrance/parfum, Phenoxyethanol, Citric acid, Polyquaternium-37, Dipropylene glycol, Caprylyl glycol, Isostearyl ethylimidazolinium ethosulfate, Propylene glycol dicaprylate/dicaprate, Piroctone olamine, Polyacrylamide, Laureth-9, Peg-8, Ppg-1 trideceth-6, Sodium lauroyl lactylate, Peg-100 stearate, Hydroxypropyl bispalmitamide mea, Peg-3 distearate, Sodium lauroyl glutamate, Cocamidopropyl betaine, Sodium cocoyl isethionate, Ceteareth-25, Sodium benzoate, Potassium sorbate, Sodium chloride, Amyl cinnamal, Hexyl cinnamal, Limonene",,,,,,,,,,,,,,,,,kg,,28.63,active
as-i-am-jamaican-black-castor-oil-hair-mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/98695075-4E68-4021-B8B3-9AA16022F944.png?v=1745307994,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-doux-bee-girl-honey-curl-custard,The Doux Bee Girl Honey Curl Custard,"<div class=""easyslider-item easyslider-active"" data-es-marker=""slide-mist-demeanor-super-charged-honey-shine-mist-3"" data-es-handle=""slide-what-it-doux"">
<div class=""easyslider-content"" aria-expanded=""true"" aria-hidden=""false"" aria-labelledby=""easyslider-label-7527090290910-0"" role=""tabpanel"">
<div class=""easyslider-content-wrapper"">
<p><span>Meet the custard that doesn’t just style your curls - it revives them. </span>This luxurious, honey-infused formula drenches even the tightest coils in lasting hydration while sculpting definition that feels soft to the touch - never crunchy, never flaking. <br><br>The secret? Super-charged honey with a positive charge that smooths the cuticle, locks in moisture, and ignites mirror-like shine.<br><span></span></p>
<p>Every scoop is fortified with Aloe and powerhouse vitamins B, C &amp; E to protect growth, while Keratin and Silk Amino Acids wrap each strand in strength and bounce. The result: curls that spring, move, and glow with confidence - juicy, touchable, alive.<br><span></span></p>
<p> </p>
<p><span>Because thirsty curls don’t just need control</span></p>
</div>
</div>
</div>",The Doux,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Styler,"CG Approved, CG Method, cgapproved, CGM, CGM Approved, Curl Defining, Curl Defining Custard, Curl definition, Curling Custard, Curly Hair, Hair Styling, Natural, Natural Hair, Soft Hold, Styler, Styling, Styling Custard, Styling Gel, Sulfate - Free, The Doux",true,Size,16 oz,,,,,,,,DUO-BGHCC-473,0.0,shopify,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/files/3AF0A611-7EF1-4606-92F2-33B29B96EF11.webp?v=1750222328,1,The Doux Bee Girl Honey Curl Custard,false,The Doux Bee Girl Honey Curl Custard ,"Discover the Doux Bee Girl Honey Curl Custard: A soft hold curl defining custard that hydrates, defines even the tightest curls with no crunch/flakes.",1901,,,,,,,,,,,,"The Doux is an award winning brand of super-fresh, texture focused solutions inspired by the life of a stylist and love for the culture. Merging old-school flava with new-school science. The Doux developed a range of simple, multi-functional formulas designed to put an end to the complicated regimens and conflicting information that are shattering your confidence.",The Doux,"Apply to clean, wet hair in small sections. Rake through with fingers to clump curls. Hood dry or diffuse until 100% dry. Fluff to the gods or as desired. ","AQUA (WATER, EAU), PROPANEDIOL, ACRYLATES COPOLYMER, MALTODEXTRIN/VP COPOLYMER, SORBITOL, PVP, AMINOMETHYL PROPANOL, PARFUM (FRAGRANCE), ACYLATES/C1030 ALKYL ACRYLATE CROSSPOLYMER, PHENOXYETHANOL, HYDROXYPROPYLTRIMONIUM HONEY, MEL (HONEY, MIEL), PANTHENOL, SODIUM HYALURONATE, KERATIN AMINO ACIDS, SILK AMINO ACIDS, ASCORBIC ACID, TOCOPHERYL ACETATE, ALOE BARBADENSIS LEAF JUICE, LACTIC ACID, ETHYLHEXYLGLYCERIN.",,,,,,,,,,,,the-doux-crazy-sexy-curl-honey-setting-foam; curls-blueberry-bliss-curl-control-jelly; curls-blueberry-bliss-hair-growth-oil,"",only manual,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/3AF0A611-7EF1-4606-92F2-33B29B96EF11.webp?v=1750222328,kg,,30.78,active
the-doux-bee-girl-honey-curl-custard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/A509BBC1-BC6F-49D1-909B-685F552C2FB4.webp?v=1750222469,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-doux-breakdown-clarifying-shampoo,The Doux Breakdown Clarifying Shampoo,<p><span>Give product and oil build-up the business without drying or stripping the scalp natural moisture. The anti-tangle formula delivers squeaky clean curls and slick slip for easy detangling.</span></p>,The Doux,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,Hair care,"CG Approved, CG Method, cgapproved, CGM, CGM Approved, Clarifying Shampoo, cleanser, Cleansing, Cleansing Shampoo, Curly Hair, Natural, Natural Hair, Shampoo, Sulfate - Free",false,Size,12 oz,,,,,,,,"",540.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,false,,,543615,,,,,,,,,,,,,The Doux,Apply a generous amount to wet hair and massage from scalp to ends. Rinse and repeat until product residue is removed.,"Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Phenoxyethanol, PEG-6 Caprylic/Capric Glycerides, Chamomilla Recutita (Matricaria) Flower/Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ethylhexylglycerin, Polyquaternium-10, Citric Acid, Tocopheryl Acetate, Glycerin, Fragrance, PEG-150 Pentaerythrityl Tetrastearate.",,,,,,,,,,,,,,,,,kg,,,draft
uncle-funkys-daughter-soul-bounce-texture-defining-mousse,Uncle Funky's Daughter Soul Bounce Texture Defining Mousse,"<p>Lock in hold, boost shine, amplify volume and define texture with Uncle  Funky's  Daughter honey, quinoa &amp; keratin formulated texture defining mousse. Pairs well with top selling Curly Magic for amazing results.</p>
<p> </p>",Uncle Funky's Daughter,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Styler,"CG Approved, CG Method, cgapproved, CGM, CGM Approved, Curl Definer, Curl defining mousse, Curl definition, Curly Hair, cury hair, Hair volume, Mousse, Natural, Natural Hair, Styler, Styling Mousse, Sulfate - Free, Summer Curl Edit, Volumizing foam",true,Size,7.5 oz,,,,,,,,UFD-SBTDM-222,440.0,shopify,deny,manual,80.00,,true,true,,,,,'856681006561,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/4B28B776-F7B4-4D84-A121-344C06024716.jpg?v=1744365128,1,Uncle Funky's Daughter Soul Bounce Texture Defining Mousse,false,,"Lock in hold, boost shine, amplify volume and define texture with Uncle Funky's Daughter honey mousse, quinoa & keratin formulated texture defining mousse. It create a touchable hold which enhances shine and texture without crunch or build-up. Weather you are setting styling, enhancing curls or adding volume this mousse gives a flawless result.",1901,,,,,,,,,,,,"Enjoy this range of naturally formulated products crafted to satisfy every curl and enhance and celebrate your natural curl pattern. <br>
This range includes the infamous Curly Magic Curl Stimulator. Uncle Funky's Daughter also commonly known as UFD is created with the finest natural ingredients to promote moisture, hydration, curl formation and curl protection.<br>",Uncle  Funky's  Daughter,"	
Divide freshly cleansed and conditioner hair into sections.
Apply a liberal amount to wet or dry hair combing or fingering through from root to end.
Style as desired.
Allow hair to dry naturally or use a diffuser or hood dryer.

How it works: This fast drying, texture-defining mousse locks in long-lasting hold, boosts shine, amplifies volume, and enchances texture & definition.
","Water (Aqua), Honey (Mel), Oleth-20, Cocamidopropyl Betaine, Polyquaternium-55, PVP, Fragrance, (Parfum), Phenoxyethanol, Ethylhexylglycerin, Polysorbate 20, Hydrolyzed Quinoa, Hydrolyzed Keratin, Tocopheryl Acetate, Citric Acid, Disodium EDTA.",,,,,,,,,,,,camille-rose-curl-maker; uncle-funkys-daughter-curly-magic,"",only manual,,,kg,,29.60,active
uncle-funkys-daughter-soul-bounce-texture-defining-mousse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/F3ED4425-C2BA-4125-AB18-7B3239BD29E9.jpg?v=1744365128,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treluxe-soothe-restore-aloe-vera-curl-primer,TréLuxe Aloe Vera Curl Primer,"<p>Save time on washday, and throughout the week! TréLuxe innovative Aloe Vera Curl Primer:</p>
<p><span style=""font-weight: 400;"">✔️</span>reduces detangling time by up to 70%,</p>
<p><span style=""font-weight: 400;"">✔️</span>smooths and defines curls for easier application of styling products,</p>
<p><span>✔️</span>reduces the amount of water needed to refresh curls between wash days,</p>
<p><span>✔️</span>decreases drying time without sacrificing moisture.</p>
<p>This is the beginning of long-lasting, frizz-free curl definition that you no longer have to work for!</p>
<p><span style=""font-weight: 400;""><strong>How it works:</strong><span> </span>The primer's plant-based ingredients help smooth, detangle, moisturize, and soften your waves and curls to extend wash day results, and save time when refreshing. The extreme slip makes detangling a breeze; and well-defined curls are quickly served up without weighing down delicate strands, due to the lightweight formula. </span></p>
<p><span style=""font-weight: 400;""><strong>Can be used as</strong><span> </span>a: Pre-Style Primer | Pre-poo Detangler | Moisturizing/Curl Clumping Refresher </span></p>",TréLuxe,Uncategorized,Moisturizers & Leave - Ins,"Aloe Vera, CG Approved, CG Method, CGM, CGM Approved, Curl clumping refresher, Curl Defining, Curl definition, Curl primer, curls, Curly Hair, detangler, Hair Primer, High Porosity Essentials, Hydrating, Moisturizer, Natural, Natural Hair, New Arrivals, Treluxe, Vegan, Vegan Hair Care",true,Size,8 Fl oz,,,,,,,,TRX-AVCP-237,440.0,shopify,deny,manual,95.00,,true,true,,,,,'851533006065,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/AEF5802C-35D7-4E1A-90E5-8A82F2402369.png?v=1741151047,1,TréLuxe Aloe Vera Curl Primer,false,,,,,,,,,,,,,,,"TréLuxe products were created to solve the curly hair woes of dryness, frizz, weak strands, and dull hair using premium quality natural ingredients and Active Botanical blends that moisturize, strengthen, and define curly and wavy hair.<br>
No parabens, No silicones, No phthalates, No sulfates, No artificial colors, Gluten-free, Cruelty-free",TréLuxe,"On Wash Day:
<br> cleanse and rinse hair and scalp,
optional: apply Untie the Knot Nourishing Leave-In Conditioner if hair is prone to dryness and more moisture is needed
while hair is still wet, apply Aloe Vera Curl Primer to your waves or curls, starting with a quarter sized amount. <br>
<br> Evenly distribute product through hair to detangle knots and smooth strands.
apply styling product(s) <br>
<br> To Refresh between Wash Days:<br>
<br> Apply to dry, damp, or wet hair, to increase moisture and define curls between wash days. <br>
<br> Evenly distribute product through hair
*Aloe Vera Curl Primer can be left on, or rinsed out. <br>
<br> **Best used on hair and scalp that is cleansed at least once per week. <br>","Water (Aqua), Aloe Barbadensis (Aloe Vera) Leaf Juice, Glycerin, PEG-40 Hydrogenated Castor Oil, Ascorbic Acid (Vitamin C), Polyquaternium-37, Tocopheryl (Vitamin E) Acetate, Menthyl Ethylamido Oxalate, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Sorbitol, Guar Hydroxypropyltrimonium Chloride, Citric Acid, Potassium Sorbate, Sodium Benzoate, Polysorbate 20, PEG-45m, Fragrance (Parfum), Phenoxyethanol, Caprylyl Glycol, Sorbic Acid",,,,,,,,,,,,,,,,,kg,,42.02,active
treluxe-soothe-restore-aloe-vera-curl-primer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/455929C6-F1BA-44AF-BE37-7142980E1237.png?v=1741151412,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uncle-funkys-daughter-ultimate-kinky-curly-discovery-kit,Uncle Funky's Daughter Ultimate Curly Girls Kit,"<p><strong>Best Sellers Sample Pack </strong></p>
<p>The best-selling Uncle Funky Daughter’s products  together at last! </p>
<p>Pack includes 1 bottle each of Midnite Train Leave-in Conditioner, Supercurl Miracle Moisture Crème, Extra Butter Curl Forming Crème, Curly Magic Curl Stimulator, and Thirsty Curls Leave-In Curl Revitalizer, all in 2 ounce trial sizes.</p>
<p><strong>How it works</strong></p>
<ul>
<li>Midnite Train strengthens tresses and promotes growth</li>
<li>Supercurl stretches curls, adds shine &amp; hydrates</li>
<li>Extra Butter creates definition &amp; shine for lasting styles</li>
<li>Curly Magic provides a firm hold, shine &amp; definition</li>
<li>Thirsty Curls revives the bounce in frizzy, fallen curls</li>
</ul>",Uncle Funky's Daughter,Uncategorized,Hair care,"Bundle Set, CG Approved, CGM, CGM Approved, Colour Safe, Curl Defining, Curl definition, curls, Curly Hair, discovery kit, Hair Styling, Hydrating Conditioner, Kid Safe, leave-in Conditioner, Mini, Mini Size, Moisture Rich, Natural, Natural Hair, Styler, Styling, Styling Cream, Sulfate - Free, Travel Kit",true,Size,2 oz,,,,,,,,UFD-UCUGK,1200.0,shopify,deny,manual,100.00,,true,true,,,,,'861916000122,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/FED42630-563E-48E4-9FE6-B96BDF6E9DE9.png?v=1739809064,1,"Uncle Funky's Daughter Midnite Train, Supercurl, Extra Butter, Curly Magic and Thirsty Curls",false,,"Now in one convenient trial-size bundle! Your uncle funky's daughter product perfect for trying, travelling or gifting. This pack houses the 5 best selling curl essentials of 2oz each which provide stretcjes curls, add shine, delivers intense hydration, provide firm hold and frizz control",,,,,,,,,,,,,"Enjoy this range of naturally formulated products crafted to satisfy every curl and enhance and celebrate your natural curl pattern. <br>
This range includes the infamous Curly Magic Curl Stimulator. Uncle Funky's Daughter also commonly known as UFD is created with the finest natural ingredients to promote moisture, hydration, curl formation and curl protection.<br>",Uncle Funky's Daughter ,"Directions

Step 1: Lightly Spray the Scalp & Hair with Midnite Train Leave-in Conditioner

Step 2: Type 3 Naturals: Apply Supercurl Miracle Moisture Crème from Root to Ends in Sections| Type 4 Naturals: Apply Extra Butter Brilliant Shine Crème from Root to Ends in Sections

Step 3: Apply Curly Magic Curl Stimulator in Sections from Root to End (Note: A Little Dap Will Do Ya!)

Step 4: Style as Desired. Diffuse or Air Dry

Day 2 or 3: Lightly Spray Thirsty Curls Revitalizer Spray onto Tresses to Revive Curls","Midnite Train: Water, Glycerin, Aloe Barbadensis Leaf Juice, Polysorbate 20, Olea Europaea (Olive) Fruit Oil, Urtica Dioica (Nettle) Extract, Anthemis Nobilis Flower Extract, Symphytum Officinale Leaf Extract, Calendula Officinalis Flower Extract, Salvia Officinalis (Sage) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Equisetum Arvense Extract, Mentha Piperita (Peppermint) Leaf Extract, Arctium Lappa Root Extract, Kelp Extract, Honey, Sodium PCA, Sea Salt, Citric Acid, Panthenol, Potassium Sorbate, Sodium Hydroxymethylglycinate, Fragrance.

Supercurl Moisture Creme: Water, Glycine Soja (Soybean) Oil, Glycerin, Cocos Nucifera (Coconut) Oil, Honey, Polymide-1, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter), Fragrance, Cetearyl Alcohol, Ceteareth-20, Glyceryl Stearate, Olea Europaea (Olive) Fruit Oil, Aloe Barbadensis (Aloe Vera) Leaf Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Macadamia Ternifolia (Macadamia) Seed Oil, Potassium Hydroxide, Xanthan Gum, Carbomer, Tetrasodium EDTA, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Caramel.

Extra Butter Curl Foaming Creame: Water, Cocos Nucifera (Coconut) Oil, Glycerin, Elaeis Guineensis (Palm) Kernel Oil, Butyrospermum Parkii (Shea Butter), Glyceryl Stearate, Stearic Acid, Cetearyl Alochol, Organic Aloe Barbadensis (Aloe Vera) Leaf Extract, Caprylic/Capric Tryglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Macadamia Ternifolia (Macadamia) Seed Oil, Fragrance, Potassium Hydroxide, Xanthan Gum, Carbomer, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate, Tetrasodium EDTA.

Curly Magic: Water, Glycerin, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Simmendsia Chinensis (Jojoba) Seed Oil, Hydrolyzed Wheat Protein, Althaea Officinalis (Marshmallow) Root Extract, Urtica Dioica (Nettle) Extract, Equisetum Arvense (Horsetail) Extract, Tocopherol (Vitamin E), Phenoxyethanol, Ethylhexylglycerin, Fragrance *Organically Sourced

Thirsty Curls: Water, Polysorbate 20, Glycerin, Cetrimonium Chloride, Polyquatemium-11, PEG-8, Cocos Nucifera (Coconut) Milk, Urtica Dioica (Nettle) Extract, Anthemis Nobilis (Chamomile) Flower Extract, Symphytum Officinale (Comfrey) Leaf Extract, Calendula Officinalis (Marigold) Flower Extract, Salvia Officinalis (Sage) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Equisetum Arvense (Horsetail) Leaf Extract, Sodium Hyaluronate, Sodium PCA, Panthenol, Magnesium Sulfate, PEG-12 Dimethicone, Citric Acid, Potassium Sorbate, Phenoxyethanol, Caprylyl Glycol, Sodium Hydroxymethylglycinate, Fragrance.",,,,,,,,,,,,,,,,,kg,,40.37,active
